0.2668601758778095,"[(""'gauge',"", 0.06222788244485855), (""'cid'],"", 0.03853330761194229), (""'eight',"", 0.026686018332839012), (""'terms',"", 0.026686018332839012), (""'dierent',"", 0.02372419461607933), (""'couplings'],"", 0.02372419461607933), (""['xk'],"", 0.017800550907850266), (""'narain',"", 0.017800550907850266), (""['dual',"", 0.014838729053735733), (""'derivatives',"", 0.014838729053735733)]"
0.31464578956365585,"[(""['cid'],"", 0.17651601135730743), (""'non',"", 0.022088630124926567), (""'order',"", 0.01933099888265133), (""'correlation',"", 0.01657336764037609), (""'complex',"", 0.013815735466778278), (""['section',"", 0.013815735466778278), (""['qp',"", 0.013815735466778278), (""['coupling',"", 0.013815735466778278), (""'schwarz',"", 0.013815735466778278), (""'background',"", 0.01105810422450304)]"
0.26702967658638954,"[(""'heterotic',"", 0.049528367817401886), (""'four',"", 0.04402827098965645), (""'amplitude',"", 0.03577812761068344), (""'zero',"", 0.027527982369065285), (""['loop'],"", 0.024777933955192566), (""'graviton',"", 0.022027885541319847), (""'holomorphic',"", 0.01927783712744713), (""'due',"", 0.01652778871357441), (""'two',"", 0.013777741231024265), (""'dimensional',"", 0.013777741231024265)]"
0.2899922542273998,"[(""'loop',"", 0.0430542416870594), (""'duality',"", 0.04018586874008179), (""'term',"", 0.04018586874008179), (""['cid',"", 0.03158075734972954), (""['yi'],"", 0.02871238812804222), (""['dz'],"", 0.025844018906354904), (""'worldsheet',"", 0.025844018906354904), (""['type',"", 0.020107276737689972), (""'orbit',"", 0.017238907516002655), (""'coupling'],"", 0.017238907516002655)]"
0.30055580474436283,"[(""'cid',"", 0.06324578821659088), (""'cid'],"", 0.05797750502824783), (""'corrections',"", 0.03953849896788597), (""'point',"", 0.02900192327797413), (""'perturbative',"", 0.023733636364340782), (""'section',"", 0.023733636364340782), (""'open',"", 0.018465347588062286), (""['let',"", 0.015831204131245613), (""'closed',"", 0.015831204131245613), (""'nucl',"", 0.01319706067442894)]"
0.3172111492604017,"[(""'nucl'],"", 0.06815152615308762), (""'one',"", 0.056304238736629486), (""'case',"", 0.03557148203253746), (""'genus',"", 0.026686018332839012), (""'modes',"", 0.026686018332839012), (""'us',"", 0.026686018332839012), (""'insertions',"", 0.020762372761964798), (""'discuss',"", 0.020762372761964798), (""'moduli',"", 0.017800550907850266), (""'number',"", 0.017800550907850266)]"
0.21516198478639126,"[(""'function',"", 0.03810896724462509), (""'since',"", 0.024508336558938026), (""['pl',"", 0.024508336558938026), (""'operator',"", 0.021788211539387703), (""'instanton',"", 0.01906808465719223), (""'part',"", 0.01906808465719223), (""['ab',"", 0.01906808465719223), (""'weight',"", 0.016347959637641907), (""'pr',"", 0.016347959637641907), (""'compactication',"", 0.016347959637641907)]"
0.2316512018442154,"[(""'theory',"", 0.04162441939115524), (""'sum',"", 0.0312248133122921), (""['heterotic',"", 0.028624912723898888), (""'lu'],"", 0.026025012135505676), (""'string'],"", 0.020825209096074104), (""'expression',"", 0.018225308507680893), (""['xp'],"", 0.018225308507680893), (""'threshold',"", 0.015625406056642532), (""'heterotic'],"", 0.015625406056642532), (""'gives',"", 0.015625406056642532)]"
0.28514231741428375,"[(""'string',"", 0.07188871502876282), (""'couplings',"", 0.03852372616529465), (""'oneloop',"", 0.0282575786113739), (""'dimensions',"", 0.025691039860248566), (""'eld',"", 0.02312450297176838), (""['si'],"", 0.020557966083288193), (""['kt',"", 0.020557966083288193), (""'pr'],"", 0.020557966083288193), (""'torus',"", 0.020557966083288193), (""'curves',"", 0.01542489044368267)]"
0.2583444407209754,"[(""'type',"", 0.0851033627986908), (""'vertex',"", 0.031222527846693993), (""'eective',"", 0.025550860911607742), (""'mz'],"", 0.019879193976521492), (""'elliptic',"", 0.019879193976521492), (""'action',"", 0.019879193976521492), (""'regularization',"", 0.017043359577655792), (""'symmetric',"", 0.014207527041435242), (""'space',"", 0.014207527041435242), (""'derivative',"", 0.011371693573892117)]"
